"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","EPI_WEEK (CODE)","EPI_WEEK (DISPLAY)","EPI_WEEK (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","86","86.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","2047","2047.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","998","998.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","216","216.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","0","0.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","1214","1214.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","2669","2669.00000","","","Based on official information received by the Ministry of Health up to the end of 17 November 2014"
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","1750","1750.00000","","","Based on official information received by the Ministry of Health up to the end of 17 November 2014"
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","2663","2663.00000","","","Based on official information received by the Ministry of Health up to the end of 17 November 2014"
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","7082","7082.00000","","","Based on official information received by the Ministry of Health up to the end of 17 November 2014"
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","Data not available","","","","Data not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","Data not available","","","","Data not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","Data not available","","","","Data not available"
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","2014-W47-1","17 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","2963","2963.00000","","","Based on official information received by the Ministry of Health up to the end of 17 November 2014"
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","5152","5152.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","79","79.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","959","959.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","6190","6190.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","1058","1058.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","174","174.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","35","35.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","2014-W47-2","18 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-21","Data package 2014-11-21","","1267","1267.00000","","","Based on official information received by the Ministry of Health up to the end of 18 November 2014"
"Display Value","Numeric","Low","High","Comments"
"Display Value","Numeric","Low","High","Comments"
"Display Value","Numeric","Low","High","Comments"
"Display Value","Numeric","Low","High","Comments"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","EPI_WEEK (CODE)","EPI_WEEK (DISPLAY)","EPI_WEEK (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1850","1850.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","210","210.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","74","74.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","2134","2134.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","374","374.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","374","374.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1050","1050.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","210","210.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","0","0.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1260","1260.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","2727","2727.00000","","","Data missing for 23 November 2014"
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1754","1754.00000","","","Data missing for 23 November 2014"
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","2687","2687.00000","","","Data missing for 23 November 2014"
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","7168","7168.00000","","","Data missing for 23 November 2014"
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","319","319.00000","","","Data available for past 20 days only. Data missing for 23 November 2014"
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","319","319.00000","","","Data available for past 20 days only. Data missing for 23 November 2014"
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","Not available","","","","Data not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","Not available","","","","Data not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","Not available","","","","Data not available"
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","2014-W47-6","22 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","3016","3016.00000","","","Data missing for 23 November 2014"
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","5441","5441.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","79","79.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1079","1079.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","6599","6599.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","1339","1339.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified."
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2014-11-26","Data package 2014-11-26","","1339","1339.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1189","1189.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","174","174.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","35","35.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","2014-W47-7","23 November 2014","","SITREP_CUMULATIVE","Cumulative","","2014-11-26","Data package 2014-11-26","","1398","1398.00000","","",""
"Display Value","Numeric","Low","High","Comments"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2014-11-28","Data package 2014-11-28","","2014-11-25","25 November 2014","","1892","1892.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2014-11-28","Data package 2014-11-28","","2014-11-25","25 November 2014","","210","210.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2014-11-28","Data package 2014-11-28","","2014-11-25","25 November 2014","","21","21.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2014-11-28","Data package 2014-11-28","","2014-11-25","25 November 2014","","2123","2123.00000","","",""
